Time,Data1,Data2,Battery,Motor Rev A,Motor Rev B,Motor Rev C,ADC S1,ADC S2,ADC S3,ADC S4,I2C
0,0,0,8156,0,0,0,182,1023,566,603,566
4,0,0,8156,0,0,0,182,1023,566,604,566
8,0,0,8156,0,0,0,182,1023,567,604,567
12,0,0,8156,0,-1,0,182,1021,568,603,568
16,0,0,8059,0,-1,1,182,1020,568,602,568
20,0,0,8059,0,-1,1,182,1023,567,603,567
24,0,0,8087,0,-1,1,182,1023,567,597,567
28,0,0,8087,0,-2,1,182,1023,566,596,566
32,0,0,8087,0,-2,1,182,1023,564,594,564
36,0,0,8087,0,-2,1,182,1023,563,592,563
40,0,0,8087,0,-3,2,182,1023,563,592,563
44,0,0,8087,0,-4,2,182,1023,563,592,563
48,0,0,8087,0,-4,2,182,1023,562,594,562
52,0,0,8087,0,-5,2,182,1022,562,594,562
56,0,0,8073,0,-6,2,182,1022,562,598,562
60,0,0,8073,0,-6,2,182,1023,561,607,561
64,0,0,8059,0,-8,2,182,1023,561,609,561
68,0,0,8059,0,-8,2,182,1023,560,615,560
72,0,0,8059,0,-9,3,182,1023,559,625,559
76,0,0,8087,0,-10,3,182,1023,558,654,558
80,0,0,8087,0,-11,2,182,1023,557,665,557
84,0,0,7962,0,-12,2,182,1023,556,670,556
88,0,0,7962,0,-12,2,182,1023,555,671,555
92,0,0,7962,0,-13,2,182,1023,555,662,555
96,0,0,7934,0,-13,2,182,1023,555,657,555
100,0,0,7934,0,-13,2,182,1023,554,643,554
104,0,0,7920,0,-13,2,183,1023,553,628,553
108,0,0,7920,0,-13,2,1023,1022,552,623,552
112,0,0,7920,0,-12,2,1023,1023,552,618,552
116,0,0,8059,0,-12,2,1023,1023,551,620,551
120,0,0,8059,0,-11,1,1023,1023,551,623,551
124,0,0,8045,0,-11,1,1023,1022,551,619,551
128,0,0,8045,0,-10,1,1023,1023,551,621,551
132,0,0,8045,0,-9,1,1023,1023,551,621,551
136,0,0,8073,0,-9,1,1023,1023,551,615,551
140,0,0,8073,0,-8,1,1023,1023,551,612,551
144,0,0,8003,0,-7,1,1023,1023,553,605,553
148,0,0,8003,0,-6,1,1023,1022,553,593,553
152,0,0,8003,0,-5,1,1023,1023,553,574,553
156,0,0,8045,0,-4,1,1023,1023,554,566,554
160,0,0,8045,0,-3,1,1023,1023,554,569,554
164,0,0,8100,0,-2,1,1023,1023,555,574,555
168,0,0,8100,0,-2,1,1023,1023,556,572,556
172,0,0,8100,0,-1,1,1023,1023,555,577,555
176,0,0,8128,0,0,1,1023,1020,558,580,558
180,0,0,8128,0,1,1,1023,1023,558,580,558
184,0,0,8114,0,2,0,1023,1022,559,582,559
188,0,0,8114,0,3,0,1023,1023,560,583,560
192,0,0,8114,0,4,-1,1023,1023,560,583,560
196,0,0,8114,0,4,-1,1022,1023,560,585,560
200,0,0,8114,0,5,-1,1023,1022,560,585,560
204,0,0,7976,0,5,-1,1023,1023,561,590,561
208,0,0,7976,0,6,-2,1023,1023,562,595,562
212,0,0,7976,0,6,-2,1023,1023,562,604,562
216,0,0,8017,0,6,-2,1023,1023,563,606,563
220,0,0,8017,0,6,-2,1023,1023,563,608,563
224,0,0,8073,0,6,-2,1023,1023,563,609,563
228,0,0,8073,0,6,-2,1023,1023,563,614,563
232,0,0,8073,0,6,-1,1023,1023,563,615,563
236,0,0,8073,0,6,-1,1023,1022,563,616,563
240,0,0,8073,0,5,-1,1023,1023,562,621,562
244,0,0,8100,0,5,-1,1023,1023,562,622,562
248,0,0,8100,0,4,0,1023,1023,561,622,561
252,0,0,8100,0,4,0,1023,1023,562,618,562
256,0,0,8100,0,4,1,1023,1023,562,618,562
260,0,0,8100,0,3,1,1023,1023,561,620,561
264,0,0,8100,0,3,2,1023,1023,561,621,561
268,0,0,8100,0,2,2,1023,1022,561,621,561
272,0,0,8100,0,2,3,1023,1023,561,620,561
276,0,0,8100,0,2,3,1023,1023,560,618,560
280,0,0,8100,0,1,4,1023,1023,560,614,560
284,0,0,8100,0,1,5,1023,1023,560,604,560
288,0,0,8100,0,0,5,1023,1023,559,585,559
292,0,0,8100,0,0,6,1023,1023,559,580,559
296,0,0,8128,0,0,7,1023,1022,559,583,559
300,0,0,8128,0,-1,7,1023,1023,558,592,558
304,0,0,7976,0,-1,7,1023,1023,558,604,558
308,0,0,7976,0,-1,8,1023,1018,557,608,557
312,0,0,7976,0,-1,8,1023,1023,556,618,556
316,0,0,8045,0,-1,7,1023,1023,556,633,556
320,0,0,8045,0,-1,7,1023,1023,555,636,555
324,0,0,8045,0,-1,7,1023,1023,555,637,555
328,0,0,8045,0,0,7,1023,1023,553,639,553
332,0,0,8045,0,0,7,1023,1023,553,644,553
336,0,0,8059,0,0,7,1023,1023,553,647,553
340,0,0,8059,0,1,7,1023,1023,551,645,551
344,0,0,7976,0,2,7,1023,1023,551,640,551
348,0,0,7976,0,2,7,1023,1023,551,632,551
352,0,0,7976,0,3,7,1023,1023,550,609,550
356,0,0,7893,0,4,7,1023,1023,551,598,551
360,0,0,7893,0,4,7,1023,1023,550,589,550
364,0,0,8059,0,6,7,1023,1023,552,575,552
368,0,0,8059,0,6,7,1023,1023,552,575,552
372,0,0,8059,0,7,7,1023,1023,553,576,553
376,0,0,8114,0,8,7,1023,1023,553,580,553
380,0,0,8114,0,9,7,1023,1023,554,585,554
384,0,0,8128,0,10,6,1023,1022,555,589,555
388,0,0,8128,0,10,6,1023,1023,557,591,557
392,0,0,8128,0,11,6,1023,1023,557,595,557
396,0,0,8114,0,12,5,1023,1022,558,596,558
400,0,0,8114,0,13,5,1023,1023,557,596,557
404,0,0,8114,0,13,5,1023,1023,558,595,558
408,0,0,8114,0,14,4,1023,1023,559,598,559
412,0,0,8114,0,15,3,1023,1023,559,601,559
416,0,0,8128,0,16,3,1023,1023,559,607,559
420,0,0,8128,0,16,2,1023,1023,559,610,559
424,0,0,8142,0,17,2,1023,1023,560,614,560
428,0,0,8142,0,18,1,1023,1022,561,627,561
432,0,0,8142,0,18,1,1023,1023,560,636,560
436,0,0,8031,0,19,0,1023,1022,560,642,560
440,0,0,8031,0,19,0,1023,1023,561,644,561
444,0,0,7976,0,20,0,1023,1023,561,639,561
448,0,0,7976,0,20,0,1023,1023,562,633,562
452,0,0,7976,0,20,1,1023,1023,561,627,561
456,0,0,7948,0,20,1,1023,1022,561,609,561
460,0,0,7948,0,21,1,1023,1022,561,605,561
464,0,0,8045,0,21,2,1023,1023,562,604,562
468,0,0,8045,0,21,3,1023,1023,562,609,562
472,0,0,8045,0,21,3,1023,1023,563,613,563
476,0,0,8100,0,21,4,1023,1022,562,616,562
480,0,0,8100,0,21,5,1023,1023,562,618,562
484,0,0,8073,0,21,6,1023,1023,562,622,562
488,0,0,8073,0,21,7,1023,1022,562,627,562
492,0,0,8073,0,22,8,1023,1023,561,635,561
496,0,0,8031,0,22,9,1023,1023,561,632,561
500,0,0,8031,0,22,10,1023,1023,561,617,561
504,0,0,7879,0,22,11,1023,1023,561,589,561
508,0,0,7879,0,22,12,1023,1022,560,579,560
512,0,0,7879,0,22,13,1023,1023,560,573,560
516,0,0,8100,0,22,15,1023,1023,560,568,560
520,0,0,8100,0,23,16,1023,1023,560,568,560
524,0,0,8142,0,23,17,1023,1023,559,569,559
528,0,0,8142,0,23,18,1023,1023,559,574,559
532,0,0,8142,0,23,19,1023,1023,558,590,558
536,0,0,8045,0,23,20,1023,1018,558,596,558
540,0,0,8045,0,23,21,1023,1023,557,599,557
544,0,0,8059,0,23,21,1023,1022,557,607,557
548,0,0,8059,0,24,22,1023,1022,556,608,556
552,0,0,8059,0,24,23,1023,1023,555,608,555
556,0,0,8059,0,24,23,1023,1023,554,613,554
560,0,0,8059,0,25,24,1023,1023,553,614,553
564,0,0,8031,0,25,24,1023,1023,553,614,553
568,0,0,8031,0,26,25,1023,1023,554,610,554
572,0,0,8031,0,26,25,1023,1023,553,608,553
576,0,0,8031,0,27,25,1023,1023,553,606,553
580,0,0,8031,0,28,25,1023,1023,554,605,554
584,0,0,8031,0,28,25,1023,1023,553,598,553
588,0,0,8031,0,29,26,1023,1023,553,598,553
592,0,0,8031,0,30,26,1023,1023,553,598,553
596,0,0,8073,0,31,26,1023,1023,555,600,555
600,0,0,8073,0,32,26,1023,1023,555,605,555
604,0,0,8100,0,33,26,1023,1023,556,609,556
608,0,0,8100,0,34,26,1023,1023,556,614,556
612,0,0,8100,0,35,25,1023,1023,556,617,556
616,0,0,8087,0,36,25,1023,1023,557,618,557
620,0,0,8087,0,37,25,1023,1023,557,611,557
624,0,0,8100,0,38,25,1023,1023,558,609,558
628,0,0,8100,0,39,25,1023,1022,559,607,559
632,0,0,8100,0,40,25,1023,1023,560,602,560
636,0,0,8087,0,41,25,1023,1019,560,602,560
640,0,0,8087,0,42,25,1023,1023,561,602,561
644,0,0,7990,0,43,25,1023,1023,561,603,561
648,0,0,7990,0,44,25,1023,1023,562,605,562
652,0,0,7990,0,45,26,1023,1022,562,607,562
656,0,0,8031,0,46,26,1023,1023,564,612,564
660,0,0,8031,0,46,27,1023,1023,565,616,565
664,0,0,8031,0,47,27,1023,1023,565,618,565
668,0,0,8031,0,47,28,1023,1023,565,620,565
672,0,0,8031,0,48,28,1023,1023,565,611,565
676,0,0,8003,0,48,29,1023,1023,565,605,565
680,0,0,8003,0,49,30,1023,1023,565,597,565
684,0,0,8045,0,49,31,1023,1023,565,586,565
688,0,0,8045,0,50,31,1023,1023,566,588,566
692,0,0,8045,0,50,32,1023,1023,566,586,566
696,0,0,8100,0,50,33,1023,1022,566,589,566
700,0,0,8100,0,50,34,1023,1023,565,596,565
704,0,0,8100,0,51,35,1023,1023,565,601,565
708,0,0,8100,0,51,36,1023,1023,565,612,565
712,0,0,8100,0,51,37,1023,1023,565,620,565
716,0,0,8059,0,51,38,1023,1023,565,625,565
720,0,0,8059,0,51,39,1023,1023,564,630,564
724,0,0,8031,0,51,40,1023,1023,563,628,563
728,0,0,8031,0,51,41,1023,1023,564,623,564
732,0,0,8031,0,51,42,1023,1023,562,618,562
736,0,0,7962,0,51,43,1023,1023,562,606,562
740,0,0,7962,0,51,45,1023,1023,561,601,561
744,0,0,8087,0,51,46,1023,1023,561,599,561
748,0,0,8087,0,52,47,1023,1023,560,602,560
752,0,0,8087,0,52,49,1023,1023,559,604,559
756,0,0,8114,0,52,50,1023,1023,559,607,559
760,0,0,8114,0,52,51,1023,1023,558,608,558
764,0,0,7976,0,52,52,1023,1022,557,606,557
768,0,0,7976,0,53,53,1023,1023,557,606,557
772,0,0,7976,0,53,54,1023,1023,556,607,556
776,0,0,7990,0,54,55,1023,1023,556,609,556
780,0,0,7990,0,55,56,1023,1023,555,610,555
784,0,0,8003,0,56,57,1023,1022,555,606,555
788,0,0,8003,0,56,57,1022,1022,554,603,554
792,0,0,8003,0,57,58,1023,1023,554,601,554
796,0,0,7962,0,58,59,1023,1022,554,600,554
800,0,0,7962,0,59,59,1023,1023,554,594,554
804,0,0,8045,0,60,60,1023,1023,554,594,554
808,0,0,8045,0,61,61,1023,1022,554,596,554
812,0,0,8045,0,62,61,1023,1023,555,599,555
816,0,0,8059,0,63,61,1023,1023,555,602,555
820,0,0,8059,0,64,62,1023,1023,555,604,555
824,0,0,8087,0,66,62,1023,1023,557,609,557
828,0,0,8087,0,67,63,1023,1023,557,609,557
832,0,0,8087,0,68,63,1023,1023,557,610,557
836,0,0,8045,0,70,63,1023,1023,557,612,557
840,0,0,8045,0,71,63,1023,1023,557,612,557
844,0,0,8045,0,72,64,1023,1023,558,610,558
848,0,0,8045,0,74,64,1023,1023,559,608,559
852,0,0,8045,0,75,64,1023,1023,559,607,559
856,0,0,8031,0,77,65,1023,1023,561,605,561
860,0,0,8031,0,78,65,1023,1023,562,603,562
864,0,0,8059,0,80,65,1023,1023,562,600,562
868,0,0,8059,0,81,66,1023,1023,563,598,563
872,0,0,8059,0,83,66,1023,1023,563,598,563
876,0,0,7948,0,84,67,1023,1023,566,595,566
880,0,0,7948,0,85,67,1023,1023,566,595,566
884,0,0,8003,0,86,68,1023,1023,566,594,566
888,0,0,8003,0,88,69,1023,1023,569,590,569
892,0,0,8003,0,88,70,1023,1023,570,589,570
896,0,0,8003,0,89,71,1023,1022,571,585,571
900,0,0,8003,0,90,72,1023,1023,572,583,572
904,0,0,8073,0,91,73,1023,1023,572,578,572
908,0,0,8073,0,92,74,1023,1023,573,575,573
912,0,0,8073,0,92,75,1023,1023,574,583,574
916,0,0,8100,0,93,76,1023,1023,574,587,574
920,0,0,8100,0,94,77,1023,1023,576,590,576
924,0,0,8114,0,94,78,1023,1023,575,594,575
928,0,0,8114,0,94,79,1023,1022,575,605,575
932,0,0,8114,0,95,80,1023,1023,575,609,575
936,0,0,8087,0,95,81,1023,1022,575,613,575
940,0,0,8087,0,96,83,1023,1023,575,623,575
944,0,0,8100,0,96,84,1023,1023,575,626,575
948,0,0,8100,0,96,85,1023,1023,575,629,575
952,0,0,8100,0,96,86,1023,1023,573,635,573
956,0,0,7990,0,97,87,1023,1023,573,633,573
960,0,0,7990,0,97,89,1023,1023,574,629,574
964,0,0,7948,0,97,90,1023,1023,572,626,572
968,0,0,7948,0,98,91,1023,1023,572,622,572
972,0,0,7948,0,98,93,1023,1022,571,618,571
976,0,0,7893,0,99,95,1023,1023,570,617,570
980,0,0,7893,0,100,96,1023,1023,569,614,569
984,0,0,7976,0,100,98,1023,1023,569,610,569
988,0,0,7976,0,101,99,1023,1022,567,610,567
992,0,0,7976,0,101,101,1023,1023,566,608,566
996,0,0,7976,0,102,103,1023,1023,567,603,567
1000,0,0,7976,0,102,105,1023,1023,565,597,565
1004,0,0,8003,0,103,107,1023,1023,565,583,565
1008,0,0,8003,0,104,108,1023,1023,565,580,565
1012,0,0,8003,0,104,110,1023,1023,565,578,565
1016,0,0,8073,0,105,112,1023,1023,565,573,565
1020,0,0,8073,0,106,114,1023,1019,565,575,565
1024,0,0,8114,0,106,116,1023,1023,565,578,565
1028,0,0,8114,0,106,117,1023,1023,564,585,564
1032,0,0,8114,0,107,119,1023,1023,564,589,564
1036,0,0,8142,0,108,121,1023,1022,563,591,563
1040,0,0,8142,0,108,123,1023,1023,563,598,563
1044,0,0,8114,0,108,124,1023,1022,562,600,562
1048,0,0,8114,0,109,126,1023,1023,561,597,561
1052,0,0,8114,0,109,128,1023,1023,559,598,559
1056,0,0,8059,0,110,129,1023,1023,559,601,559
1060,0,0,8059,0,110,131,1023,1023,557,602,557
1064,0,0,7990,0,111,133,1023,1021,557,607,557
1068,0,0,7990,0,111,134,1023,1023,556,609,556
1072,0,0,7990,0,112,135,1023,1023,556,609,556
1076,0,0,7934,0,113,137,1023,1023,555,615,555
1080,0,0,7934,0,114,138,1023,1023,554,627,554
1084,0,0,7990,0,115,139,1023,1023,553,627,553
1088,0,0,7990,0,116,140,1023,1023,553,626,553
1092,0,0,7990,0,118,141,1023,1022,551,608,551
1096,0,0,7810,0,119,142,1023,1023,550,603,550
1100,0,0,7810,0,120,143,1023,1023,550,598,550
1104,0,0,7948,0,122,145,1023,1023,550,584,550
1108,0,0,7948,0,123,145,1023,1023,550,579,550
1112,0,0,7948,0,125,147,1023,1023,551,576,551
1116,0,0,8031,0,126,147,1023,1023,551,572,551
1120,0,0,8031,0,128,148,1023,1023,551,573,551
1124,0,0,8087,0,130,149,1023,1023,551,576,551
1128,0,0,8087,0,131,149,1023,1023,551,583,551
1132,0,0,8087,0,133,150,1023,1023,551,589,551
1136,0,0,8128,0,135,151,1023,1023,551,593,551
1140,0,0,8128,0,136,151,1023,1022,551,599,551
1144,0,0,8100,0,138,151,1023,1023,551,603,551
1148,0,0,8100,0,140,152,1023,1023,551,608,551
1152,0,0,8100,0,141,152,1023,1023,552,612,552
1156,0,0,8100,0,143,152,1023,1023,553,619,553
1160,0,0,8100,0,145,153,1023,1023,553,623,553
1164,0,0,8059,0,147,153,1023,1023,553,626,553
1168,0,0,8059,0,149,153,1023,1023,554,630,554
1172,0,0,8059,0,151,153,1023,1023,554,633,554
1176,0,0,7948,0,153,154,1023,1023,554,633,554
1180,0,0,7948,0,155,154,1023,1023,554,628,554
1184,0,0,7907,0,157,155,1023,1023,555,623,555
1188,0,0,7907,0,159,155,1023,1023,556,611,556
1192,0,0,7907,0,162,155,1023,1023,557,591,557
1196,0,0,7851,0,164,156,1023,1023,558,581,558
1200,0,0,7851,0,166,157,1023,1023,559,573,559
1204,0,0,8073,0,168,157,1023,1023,563,569,563
1208,0,0,8073,0,170,157,1023,1023,564,570,564
1212,0,0,8073,0,173,158,1023,1023,567,572,567
1216,0,0,8017,0,175,159,1023,1023,570,576,570
1220,0,0,8017,0,177,159,1023,1023,573,589,573
1224,0,0,8031,0,178,160,1023,1023,575,593,575
1228,0,0,8031,0,180,161,1023,1023,577,597,577
1232,0,0,8031,0,182,161,1023,1022,582,597,582
1236,0,0,7976,0,184,162,1023,1023,584,591,584
1240,0,0,7976,0,185,163,1023,1023,586,585,586
1244,0,0,8017,0,186,164,1023,1023,591,579,591
1248,0,0,8017,0,188,165,1023,1023,593,580,593
1252,0,0,8017,0,189,166,1023,1023,594,578,594
1256,0,0,8059,0,190,167,1023,1023,600,574,600
1260,0,0,8059,0,191,168,1023,1023,601,573,601
1264,0,0,8073,0,192,169,1023,1023,604,579,604
1268,0,0,8073,0,193,170,1023,1023,607,593,607
1272,0,0,8073,0,194,171,1023,1023,608,599,608
1276,0,0,8100,0,195,172,1023,1023,609,613,609
1280,0,0,8100,0,196,173,1023,1023,611,628,611
1284,0,0,8114,0,196,174,1023,1023,611,644,611
1288,0,0,8114,0,197,175,1023,1021,612,651,612
1292,0,0,8114,0,198,176,1023,1023,613,654,613
1296,0,0,7920,0,198,177,1023,1023,614,645,614
1300,0,0,7920,0,199,179,1023,1023,613,642,613
1304,0,0,7810,0,200,180,1023,1023,614,640,614
1308,0,0,7810,0,201,181,1023,1023,614,634,614
1312,0,0,7810,0,202,183,1023,1023,615,629,615
1316,0,0,7768,0,203,185,1023,1023,616,624,616
1320,0,0,7768,0,204,186,1023,1023,616,617,616
1324,0,0,7810,0,205,188,1023,1022,616,615,616
1328,0,0,7810,0,206,190,1023,1023,617,613,617
1332,0,0,7810,0,207,192,1023,1022,618,605,618
1336,0,0,7865,0,208,194,1023,1023,620,595,620
1340,0,0,7865,0,209,196,1023,1022,620,585,620
1344,0,0,7934,0,210,198,1023,1023,622,578,622
1348,0,0,7934,0,211,200,1023,1022,623,562,623
1352,0,0,7934,0,212,202,1023,1023,626,557,626
1356,0,0,8073,0,213,204,1023,1022,630,556,630
1360,0,0,8073,0,214,206,1023,1022,633,560,633
1364,0,0,8142,0,214,209,1023,1023,635,567,635
1368,0,0,8142,0,215,211,1023,1022,637,572,637
1372,0,0,8142,0,216,212,1023,1023,642,584,642
1376,0,0,8156,0,217,214,1023,1023,644,589,644
1380,0,0,8156,0,217,216,1023,1023,643,590,643
1384,0,0,8128,0,218,218,1023,1022,646,588,646
1388,0,0,8128,0,218,220,1023,1023,647,588,647
1392,0,0,8128,0,219,222,1023,1023,647,590,647
1396,0,0,8128,0,220,223,1023,1023,650,594,650
1400,0,0,8128,0,220,225,1023,1023,651,591,651
1404,0,0,8128,0,220,227,1023,1023,651,591,651
1408,0,0,8128,0,221,229,1023,1023,653,601,653
1412,0,0,8128,0,221,231,1023,1023,653,603,653
1416,0,0,8156,0,222,232,1023,1022,654,606,654
1420,0,0,8156,0,222,234,1023,1023,654,610,654
1424,0,0,8073,0,222,236,1023,1023,654,615,654
1428,0,0,8073,0,223,237,1023,1023,654,618,654
1432,0,0,8073,0,223,239,1023,1023,654,622,654
1436,0,0,8087,0,224,241,1023,1023,654,622,654
1440,0,0,8087,0,224,243,1023,1023,654,621,654
1444,0,0,7962,0,225,244,1023,1022,653,619,653
1448,0,0,7962,0,225,246,1023,1023,652,619,652
1452,0,0,7962,0,226,248,1023,1023,651,617,651
1456,0,0,8003,0,226,250,1023,1023,650,617,650
1460,0,0,8003,0,227,251,1023,1023,647,615,647
1464,0,0,7990,0,228,253,1023,1023,646,615,646
1468,0,0,7990,0,228,255,1023,1023,644,613,644
1472,0,0,7990,0,229,257,1023,1023,641,614,641
1476,0,0,7990,0,230,259,1023,1023,640,616,640
1480,0,0,7990,0,230,261,1023,1023,639,615,639
1484,0,0,7962,0,231,263,1023,1022,635,609,635
1488,0,0,7962,0,232,265,1023,1023,634,601,634
1492,0,0,7962,0,233,268,1023,1023,633,591,633
1496,0,0,7990,0,233,270,1023,1023,630,581,630
1500,0,0,7990,0,234,272,1023,1023,628,566,628
1504,0,0,8031,0,235,274,1023,1023,628,563,628
1508,0,0,8031,0,236,276,1023,1023,627,561,627
1512,0,0,8031,0,236,278,1023,1023,625,566,625
1516,0,0,8183,0,237,281,1023,1023,624,570,624
1520,0,0,8183,0,237,283,1023,1023,622,573,622
1524,0,0,8170,0,238,285,1023,1023,621,587,621
1528,0,0,8170,0,238,287,1023,1023,619,590,619
1532,0,0,8170,0,239,289,1023,1023,617,591,617
1536,0,0,8142,0,239,290,1023,1023,615,598,615
1540,0,0,8142,0,240,292,1023,1023,614,597,614
1544,0,0,8156,0,240,294,1023,1022,613,597,613
1548,0,0,8156,0,240,296,1023,1022,610,600,610
1552,0,0,8156,0,240,298,1023,1023,608,600,608
1556,0,0,8128,0,241,300,1023,1023,607,600,607
1560,0,0,8128,0,241,301,1023,1023,605,606,605
1564,0,0,8142,0,241,303,1023,1023,604,607,604
1568,0,0,8142,0,242,305,1023,1023,602,608,602
1572,0,0,8142,0,242,307,1023,1023,599,609,599
1576,0,0,8142,0,242,309,1023,1023,596,611,596
1580,0,0,8142,0,242,311,1023,1023,595,613,595
1584,0,0,8114,0,243,312,1023,1023,591,616,591
1588,0,0,8114,0,243,314,1023,1023,590,618,590
1592,0,0,8114,0,243,316,1023,1023,589,619,589
1596,0,0,8031,0,244,318,1023,1023,588,620,588
1600,0,0,8031,0,244,320,1023,1022,584,623,584
1604,0,0,8059,0,244,322,1023,1023,583,623,583
1608,0,0,8059,0,245,324,1023,1022,581,621,581
1612,0,0,8059,0,245,326,1023,1023,577,614,577
1616,0,0,8017,0,246,328,1023,1023,576,611,576
1620,0,0,8017,0,246,330,1023,1023,574,607,574
1624,0,0,8045,0,247,332,1023,1023,570,598,570
1628,0,0,8045,0,247,334,1023,1023,569,590,569
1632,0,0,8045,0,248,336,1023,1023,567,584,567
1636,0,0,8100,0,248,338,1023,1022,563,573,563
1640,0,0,8100,0,249,340,1023,1023,561,574,561
1644,0,0,8156,0,249,342,1023,1023,560,576,560
1648,0,0,8156,0,250,344,1023,1023,558,577,558
1652,0,0,8156,0,250,346,1023,1023,557,580,557
1656,0,0,8183,0,250,348,1023,1022,557,586,557
1660,0,0,8183,0,251,350,1023,1023,554,597,554
1664,0,0,8031,0,251,352,1023,1023,553,602,553
1668,0,0,8031,0,252,353,1023,1023,553,605,553
1672,0,0,8031,0,253,355,1023,1023,550,608,550
1676,0,0,8003,0,253,356,1023,1022,550,617,550
1680,0,0,8003,0,254,357,1023,1023,549,623,549
1684,0,0,8003,0,255,358,1023,1023,548,626,548
1688,0,0,8003,0,256,359,1023,1023,547,620,547
1692,0,0,8003,0,257,361,1023,1023,546,617,546
1696,0,0,7990,0,258,362,1023,1023,545,611,545
1700,0,0,7990,0,260,363,1023,1023,545,604,545
1704,0,0,7976,0,261,364,1023,1023,545,600,545
1708,0,0,7976,0,262,365,1023,1023,545,593,545
1712,0,0,7976,0,264,366,1023,1023,544,592,544
1716,0,0,8045,0,265,367,1023,1023,544,592,544
1720,0,0,8045,0,266,367,1023,1023,544,591,544
1724,0,0,8087,0,268,368,1023,1023,543,595,543
1728,0,0,8087,0,269,369,1023,1023,543,596,543
1732,0,0,8087,0,271,369,1023,1023,543,599,543
1736,0,0,8114,0,272,370,1023,1023,543,603,543
1740,0,0,8114,0,274,371,1023,1023,543,611,543
1744,0,0,8114,0,275,371,1023,1023,543,613,543
1748,0,0,8114,0,277,371,1023,1023,543,613,543
1752,0,0,8114,0,278,372,1023,1023,542,612,542
1756,0,0,8073,0,280,373,1023,1023,542,611,542
1760,0,0,8073,0,282,373,1023,1023,542,613,542
1764,0,0,8073,0,284,373,1023,1023,542,610,542
1768,0,0,8073,0,285,374,1023,1023,542,608,542
1772,0,0,8073,0,287,374,1023,1023,541,606,541
1776,0,0,8073,0,289,375,1023,1023,542,603,542
1780,0,0,8073,0,290,375,1023,1023,541,602,541
1784,0,0,8087,0,292,375,1023,1023,541,602,541
1788,0,0,8087,0,294,376,1023,1023,541,601,541
1792,0,0,8087,0,296,376,1023,1023,541,601,541
1796,0,0,8128,0,298,377,1023,1019,542,601,542
1800,0,0,8128,0,300,377,1023,1023,541,603,541
1804,0,0,8114,0,301,377,1023,1023,541,604,541
1808,0,0,8114,0,303,377,1023,1023,541,605,541
1812,0,0,8114,0,305,378,1023,1023,541,605,541
1816,0,0,8128,0,307,378,1023,1023,541,605,541
1820,0,0,8128,0,308,378,1023,1023,541,606,541
1824,0,0,8100,0,310,378,1023,1023,541,605,541
1828,0,0,8100,0,312,379,1023,1023,541,604,541
1832,0,0,8100,0,314,379,1023,1023,541,603,541
1836,0,0,8142,0,316,379,1023,1023,541,604,541
1840,0,0,8142,0,318,379,1023,1023,541,606,541
1844,0,0,8100,0,319,379,1023,1023,541,607,541
1848,0,0,8100,0,321,380,1023,1023,542,610,542
1852,0,0,8100,0,323,380,1023,1023,541,610,541
1856,0,0,8128,0,325,380,1023,1023,541,611,541
1860,0,0,8128,0,327,380,1023,1022,541,610,541
1864,0,0,8100,0,328,380,1023,1023,542,610,542
1868,0,0,8100,0,330,381,1023,1023,542,608,542
1872,0,0,8100,0,332,381,1023,1019,541,605,541
1876,0,0,8128,0,334,381,1023,1023,542,603,542
1880,0,0,8128,0,336,381,1023,1023,542,601,542
1884,0,0,8114,0,338,381,1023,1023,542,602,542
1888,0,0,8114,0,339,381,1023,1023,543,601,543
1892,0,0,8114,0,341,382,1023,1022,543,599,543
1896,0,0,8100,0,343,382,1023,1023,544,600,544
1900,0,0,8100,0,345,382,1023,1023,544,602,544
1904,0,0,8142,0,346,382,1023,1023,545,604,545
1908,0,0,8142,0,348,382,1023,1023,546,605,546
1912,0,0,8142,0,350,382,1023,1023,546,606,546
1916,0,0,8128,0,352,383,1023,1021,547,608,547
1920,0,0,8128,0,354,383,1023,1023,547,611,547
1924,0,0,8128,0,355,383,1023,1023,547,612,547
1928,0,0,8128,0,357,383,1023,1023,548,612,548
1932,0,0,8128,0,359,383,1023,1023,548,610,548
1936,0,0,8100,0,361,383,1023,1023,550,609,550
1940,0,0,8100,0,362,383,1023,1022,551,607,551
1944,0,0,8114,0,364,383,1023,1023,551,603,551
1948,0,0,8114,0,366,383,1023,1022,552,600,552
1952,0,0,8114,0,368,383,1023,1023,553,599,553
1956,0,0,8128,0,370,383,1023,1023,555,597,555
1960,0,0,8128,0,371,383,1023,1023,556,597,556
1964,0,0,8142,0,373,384,1023,1023,558,600,558
1968,0,0,8142,0,375,384,1023,1023,561,604,561
1972,0,0,8142,0,376,384,1023,1023,563,605,563
1976,0,0,8114,0,378,384,1023,1023,564,608,564
1980,0,0,8114,0,380,384,1023,1023,566,612,566
1984,0,0,7976,0,381,384,1023,1023,568,615,568
1988,0,0,7976,0,382,385,1023,1023,571,616,571
1992,0,0,7976,0,384,385,1023,1021,573,616,573
1996,0,0,7990,0,385,386,1023,1023,575,610,575
2000,0,0,7990,0,386,387,1023,1023,576,607,576
2004,0,0,7976,0,387,387,1023,1023,580,601,580
2008,0,0,7976,0,388,388,1023,1023,582,599,582
2012,0,0,7976,0,389,389,1023,1023,585,595,585
2016,0,0,8059,0,390,390,1023,1022,589,592,589
