Time,Data1,Data2,Battery,Motor Rev A,Motor Rev B,Motor Rev C,ADC S1,ADC S2,ADC S3,ADC S4,I2C
1748,0,0,8045,0,283,290,1023,1023,639,620,639
1752,0,0,8031,0,284,292,1023,1023,640,625,640
1756,0,0,8031,0,285,294,1023,1023,642,626,642
1760,0,0,8031,0,286,296,1023,1023,645,622,645
1764,0,0,7934,0,287,298,1023,1023,649,596,649
1768,0,0,7934,0,287,300,1023,1023,651,580,651
1772,0,0,7851,0,288,302,1023,1023,652,573,652
1776,0,0,7851,0,289,304,1023,1023,656,555,656
1780,0,0,7851,0,290,306,1023,1023,658,549,658
1784,0,0,8197,0,291,308,1023,1023,659,551,659
1788,0,0,8197,0,292,310,1023,1023,664,552,664
1792,0,0,8225,0,292,312,1023,1023,665,566,665
1796,0,0,8225,0,293,313,1023,1023,668,572,668
1800,0,0,8225,0,293,315,1023,1023,669,576,669
1804,0,0,8239,0,294,317,1023,1023,670,594,670
1808,0,0,8239,0,294,319,1023,1023,671,598,671
1812,0,0,8197,0,295,320,1023,1023,671,601,671
1816,0,0,8197,0,295,322,1023,1023,673,605,673
1820,0,0,8197,0,295,324,1023,1023,672,607,672
1824,0,0,8156,0,295,325,1023,1023,672,612,672
1828,0,0,8156,0,296,327,1023,1023,672,621,672
1832,0,0,8156,0,296,329,1023,1023,672,621,672
1836,0,0,8156,0,296,330,1023,1023,672,620,672
1840,0,0,8156,0,296,332,1023,1022,672,619,672
1844,0,0,8114,0,297,334,1023,1023,671,620,671
1848,0,0,8114,0,297,335,1023,1023,671,621,671
1852,0,0,8059,0,297,337,1023,1023,670,621,670
1856,0,0,8059,0,298,339,1022,1023,670,621,670
1860,0,0,8059,0,298,341,1023,1019,670,621,670
1864,0,0,8128,0,299,342,1023,1023,670,616,670
1868,0,0,8128,0,299,344,1023,1023,669,617,669
1872,0,0,8087,0,299,346,1023,1023,668,617,668
1876,0,0,8087,0,300,348,1023,1023,668,616,668
1880,0,0,8087,0,300,350,1023,1022,667,606,667
1884,0,0,8114,0,301,352,1023,1023,667,596,667
1888,0,0,8114,0,301,354,1023,1023,666,590,666
1892,0,0,8156,0,302,356,1023,1023,665,582,665
1896,0,0,8156,0,302,358,1022,1023,664,578,664
1900,0,0,8156,0,303,360,1023,1023,664,577,664
1904,0,0,8197,0,303,362,1023,1023,662,580,662
1908,0,0,8197,0,303,364,1023,1023,660,585,660
1912,0,0,8225,0,303,366,1023,1023,659,589,659
1916,0,0,8225,0,304,368,1023,1023,658,594,658
1920,0,0,8225,0,304,370,1023,1023,656,601,656
1924,0,0,8183,0,304,372,1023,1023,655,606,655
1928,0,0,8183,0,304,374,1023,1023,652,612,652
1932,0,0,8183,0,305,376,1023,1023,650,613,650
1936,0,0,8183,0,305,377,1023,1023,649,614,649
1940,0,0,8183,0,305,379,1023,1022,644,614,644
1944,0,0,8114,0,305,381,1023,1023,642,611,642
1948,0,0,8114,0,305,383,1023,1023,640,609,640
1952,0,0,8170,0,306,385,1023,1023,635,604,635
1956,0,0,8170,0,306,387,1023,1023,633,600,633
1960,0,0,8170,0,306,389,1023,1023,632,596,632
1964,0,0,8128,0,306,390,1023,1023,627,594,627
1968,0,0,8128,0,307,392,1023,1023,624,594,624
1972,0,0,8197,0,307,394,1023,1023,621,593,621
1976,0,0,8197,0,307,396,1023,1023,619,591,619
